197324,37216,197324,35716
197124,35716,197124,37216
186634,47716,186634,48516
186834,48516,186834,48366
186834,47716,186834,47866
186854,47716,186854,47846
186854,48516,186854,48386
186854,47846,187194,47846
187194,47846,187194,48386
187194,48386,186854,48386
186524,17816,184934,17816
186524,17616,185134,17616
186634,43761,186834,43761
186634,43471,186834,43471
186834,43471,186834,43761
186634,43471,186634,43761
186834,43516,186634,43516
186834,43716,186634,43716
186634,45261,186834,45261
186634,44971,186834,44971
186834,44971,186834,45261
186634,44971,186634,45261
186834,45016,186634,45016
186834,45216,186634,45216
186904,46421,186914,46421
186914,46421,186914,45311
186904,45311,186914,45311
186904,44921,186914,44921
186914,44921,186914,43811
186904,43811,186914,43811
186904,43421,186914,43421
186914,43421,186914,42311
186904,42311,186914,42311
186634,41016,186634,40216
186834,40216,186834,40366
186834,41016,186834,40866
186854,41016,186854,40886
186854,40216,186854,40346
186854,33536,187344,33536
187344,33536,187344,32696
187344,32696,186854,32696
186854,26036,187344,26036
187344,26036,187344,25196
187344,25196,186854,25196
186834,17816,186834,19761
186634,17816,186634,19761
186854,19781,186854,17816
186634,19761,186834,19761
197224,24951,195324,24951
197224,26001,195424,26001
197324,26101,195324,26101
197324,24851,195324,24851
195524,21851,195624,21851
195324,23101,195324,21651
195324,24951,195324,24601
195524,23101,195524,21851
195524,24851,195524,24601
195624,21851,195624,21651
197224,21651,197124,21651
195524,24601,195324,24601
195524,23101,195324,23101
197124,43616,197124,26101
197224,26001,197224,24951
197324,43616,197324,24851
198724,8081,198724,7481
198724,10031,198524,10031
198724,8531,198524,8531
197124,21851,197224,21851
195624,21651,195324,21651
197124,21851,197124,21651
195324,24951,195324,26101
195424,24951,195424,26001
198724,8531,198724,8281
198724,8081,198724,7381
198524,8531,198524,7381
198724,10031,198724,10331
198524,10031,198524,10331
198724,7381,198524,7381
197124,45116,197124,53616
197324,45116,197324,53616
197324,45116,197124,45116
197324,43616,197124,43616
186639,49811,186904,49811
186904,49811,186904,48436
186904,48436,187244,48436
187244,48436,187244,48216
187244,48016,187244,47796
187244,47796,186904,47796
186904,47796,186904,46421
186904,46421,186639,46421
186639,44921,186904,44921
186904,44921,186904,45311
186904,45311,186639,45311
186639,43421,186904,43421
186904,43421,186904,43811
186904,43811,186639,43811
186639,42311,186904,42311
186904,42311,186904,40936
186904,40936,187244,40936
187244,40936,187244,40296
187244,40296,186904,40296
186904,40296,186904,38921
186904,38921,186639,38921
186639,37421,186904,37421
186904,37421,186904,37811
186904,37811,186639,37811
186639,35921,186904,35921
186904,35921,186904,36311
186904,36311,186639,36311
186639,34811,186904,34811
186904,34811,186904,33586
186904,33586,187394,33586
187394,33586,187394,32646
187394,32646,186904,32646
186904,32646,186904,31421
186904,31421,186639,31421
186639,29921,186904,29921
186904,29921,186904,30311
186904,30311,186639,30311
186639,28421,186904,28421
186904,28421,186904,28811
186904,28811,186639,28811
186639,27311,186904,27311
186904,27311,186904,26086
186904,26086,187394,26086
187394,26086,187394,25146
187394,25146,186904,25146
186904,25146,186904,23921
186904,23921,186639,23921
184939,541,185204,541
185204,541,185204,51
184939,3601,185944,3601
185944,3601,185944,2646
185944,2646,185204,2646
185204,2646,185204,1851
185204,1851,184939,1851
184939,5641,185204,5641
185204,5641,185204,4911
185204,4911,184939,4911
184939,7681,185204,7681
185204,7681,185204,6951
185204,6951,184939,6951
184939,9721,185204,9721
185204,9721,185204,8991
185204,8991,184939,8991
184939,11031,185944,11031
185944,11031,185944,11986
185944,11986,185204,11986
185204,11986,185204,12781
185204,12781,184939,12781
184939,14581,185204,14581
185204,14581,185204,14091
185204,14091,184939,14091
186639,19811,186904,19811
186904,19811,186904,18666
186904,18666,186904,17886
186904,17886,187394,17886
187394,17886,187394,16946
187394,16946,186454,16946
186454,16946,186454,17546
186454,17546,185204,17546
185204,17546,185204,15891
185204,15891,184939,15891
186639,21311,186904,21311
186904,21311,186904,20921
186904,20921,186639,20921
186639,22811,186904,22811
186904,22811,186904,22421
186904,22421,186639,22421
198795,7381,198795,7381
198795,7381,198794,-1914
195324,21651,197224,21651
197224,21651,197224,21101
197224,21101,198524,21101
198524,21101,198524,22801
198524,8081,198524,7381
197124,50266,197324,50266
197124,48766,197324,48766
187244,48016,196674,48016
187244,48216,196674,48216
198524,7381,198524,-1514
194724,29371,194724,29491
194724,35416,194724,35516
194724,40766,194724,40866
194724,40866,196674,40866
196524,35516,194824,35516
194824,35616,194724,35616
194824,36616,194724,36616
194824,35296,194724,35296
194724,29371,197124,29371
194724,35296,194724,35416
194824,35296,194824,35396
197124,38438,194724,38438
194724,40866,194724,40146
194844,40746,194844,40146
194844,40146,194724,40146
194724,32603,194724,32283
194724,31283,194724,29491
194824,32603,194824,32503
194824,32383,194824,32283
194824,31283,194824,29491
194824,32283,194724,32283
197124,45199,194724,45199
194724,45199,194724,45399
194724,46399,194724,48016
194724,48016,194824,48016
194824,48016,194824,48016
197124,45299,194824,45299
194824,45299,194824,45399
194824,46399,194824,48016
194824,48016,194824,48016
194824,48016,194824,48016
194824,45399,194724,45399
194824,46399,194724,46399
194824,46699,194724,46699
194824,45299,194824,45199
194724,35516,194724,35616
194724,36616,194724,38438
194824,35396,194824,35616
194824,36616,194824,38438
194824,35296,194824,33603
194724,33603,194724,35296
194724,38438,194724,38558
197474,15716,197474,11516
197374,15816,197374,11666
197474,15716,198524,15716
197374,15816,198524,15816
198524,10281,197374,10281
198524,10381,197474,10381
197374,11666,197374,10281
197474,11516,197474,10381
197324,21201,198524,21201
197224,21101,198524,21101
197324,22701,197324,21201
197224,22801,197224,21101
198524,22701,197324,22701
198524,22801,197224,22801
195324,11516,195324,12312
195424,11516,195424,12212
195424,12312,195424,13946
195324,12312,195324,14596
195324,15596,195324,15821
195424,13946,195424,14596
195424,15596,195424,15696
197374,15816,195444,15816
195444,15816,195444,15916
195424,15596,195324,15596
195424,14596,195324,14596
195424,12212,197374,12212
195324,12312,197374,12312
195424,11516,195324,11516
195324,21651,195324,15596
197124,43616,197324,43616
195444,15816,195444,21651
197374,15696,195424,15696
194724,29491,197124,29491
196524,35396,194824,35396
197124,38558,194724,38558
194844,40746,196674,40746
197124,32503,194824,32503
